1Amide,1Amine,2Amide,2Amine,3Amide,3Amine,Abraham AH,Abraham BH,Abraham L16,Abraham Pi,Abraham R2,Abraham Vx,Acid,Alcohol,Alkene,Amide,Amine,Anhydride,Anilines,Aromatic,Auto-Ignition,Avoidance,BP,CAS,Marker,Solvent Count,One (Hide),PP_X-Axis_CompField,PP_Y-Axis_CompField,FG_X-Axis_CompField,FG_Y-Axis_CompField,Hints and Tips,PCA2D_X-Axis_CompField,Hints,Carbonate,Chloro,Conformers TZVP-Fine,Conformers TZVP,DBIDRef TZVP-Fine,DBIDRef TZVP,Density,Dielectric,Dipole,ETN,Environmental Link,Environmental,Ester,Ether,Extension TZVP-Fine,Extension TZVP,ICH_X-Axis_CompField,VAP_X-Axis_CompField,Filename TZVP,Flammability Score,Flammability,Flash Point,Fluoro,Formula,General,Gutmann,Halogen,Hansen Disp,Hansen H-Bond,Hansen Polar,Health,Heat Capacity,Heteroaromatic Amines,Hildebrand,Hvap,Hydrocarbon,ICH Class,ICH Limit,ICH_Y-Axis_CompField,ID,Impact in Air,Impact in Water,In Ch I Key,In Ch I,Ketone/Aldehyde,LCA,MP,Miscibility,Mol. Wt.,Name,Nitrile,Nitro,Nitrogen Bases,Number of Records,Octant,Other,PC1,PC2,PC3,PC4,PC5,PCA2D_Y-Axis_CompField,PCA2D_mColor_CompField,Phosphorus Containing,Quadrant,Reactivity Literature,Reactivity,Refractive Index,Smiles,Silicone,Solubility of Water,Solvatochromic Alpha,Solvatochromic Beta,Solvatochromic Pi*,Static,Sulfide,Sulfite,Sulfone,Sulfoxide,Sulfur Containing,T-Rating,Urea,HEAT_X-Axis_CompField,VOC Potential,Vapour Pressure,Viscosity Score,Viscosity,log Pow
N,N,N,N,N,N,,,,,,1.412,N,N,N,N,N,N,N,N,,N,,111109-77-4,,Solvent Count,1,1.26165,4.99314,1.26165,4.99314,Hints and Tips,1.26165,Hints and Tips,N,N,7,7,5,2,0.953,,,,http://msdssearch.dow.com/PublishedLiteratureDOWCOM/dh_0349/0901b80380349327.pdf?filepath=oxysolvents/pdfs/noreg/110-00608.pdf&fromPage=GetDoc,Available from Dow.  Good metal coordination - propylene glycol ethers offer better safety profile than ethylene glycol analogues,N,Y,cosmo,cosmo,1.26165,232,Propylene_Glycol_Dimethyl_Ether,1,Class IIIA,65,N,C8H18O3,Racemic mixture - Could be problematic for asymmetric reactions.,,N,,,,,1351,N,,234,N,,,4.99314,232,,,OQUIHNRSFOIOFU-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-7(10-4)6-11-8(2)5-9-3/h7-8H,5-6H2,1-4H3",N,,,N,162.227,2-Methoxy-1-[(1-methoxy-2-propanyl)oxy]propane [Propylene Glycol Dimethyl Ether],N,N,N,1,4,N,1.26165,4.99314,-0.038045,-1.62979,-0.417405,4.99314,,N,4,,,,COCC(OCC(OC)C)C,N,,,,,,N,N,N,N,N,Not Assigned,N,232,,,,,
N,N,N,N,N,N,,,,,,1.048,N,N,N,N,N,N,N,N,,N,114,1850-14-2,,Solvent Count,1,1.21158,0.44984,1.21158,0.44984,Hints and Tips,1.21158,Hints and Tips,N,N,4,4,5,2,1.023,,,,,,N,Y,cosmo,cosmo,1.21158,130,Tetramethoxymethane,3,Class IB,22,N,C5H12O4,,,N,,,,,,N,,,N,,,0.44984,130,,,AHJWSRRHTXRLAQ-UHFFFAOYSA-N,"InChI=1S/C5H12O4/c1-6-5(7-2,8-3)9-4/h1-4H3",N,,-5,N,136.146,Tetramethoxymethane,N,N,N,1,0,N,1.21158,0.44984,-0.793437,-2.73512,0.336434,0.44984,114,N,0,,,1.385,COC(OC)(OC)OC,N,,,,,,N,N,N,N,N,Not Assigned,N,130,,,,,
N,N,N,N,N,N,,,,,,0.904,N,N,N,N,N,N,N,N,180,N,106,5614-37-9,,Solvent Count,1,1.56217,-1.2353,1.56217,-1.2353,Hints and Tips,1.56217,Hints and Tips,N,N,2,2,5,2,0.86,4.8,1.27,,,,N,Y,cosmo,cosmo,1.56217,50,CPME,3,Class IB,-1,N,C6H12O,Only one supplier (Zeon Corp.),,N,6.9,2.5,1.6,,,N,8.4,,N,,,-1.2353,50,,,SKTCDJAMAYNROS-UHFFFAOYSA-N,"InChI=1S/C6H12O/c1-7-6-4-2-3-5-6/h6H,2-5H2,1H3",N,,-140,N,100.159,CPME [Cyclopentyl Methyl Ether],N,N,N,1,2,N,1.56217,-1.2353,-1.75856,-1.75934,-1.09553,-1.2353,106,N,0,,,1.419,COC1CCCC1,N,1260.93,,,,,N,N,N,N,N,T4,N,50,,,,,1.59
N,N,N,N,N,N,,,,,,0.763,N,N,N,N,N,N,N,N,,N,88,142-68-7,,Solvent Count,1,-0.12567,-1.52095,-0.12567,-1.52095,Hints and Tips,-0.12567,Hints and Tips,N,N,1,1,5,2,0.882,5.7,1.74,0.18,,,N,Y,cosmo,cosmo,-0.12567,230,Tetrahydropyran,3,Class IB,-16,N,C5H10O,,22,N,,,,,1940,N,8.8,342,N,,,-1.52095,230,,,DHXVGJBLRPWPCS-UHFFFAOYSA-N,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,N,,-49,N,86.132,Tetrahydropyran,N,N,N,1,1,N,-0.12567,-1.52095,-2.62929,-1.72474,-1.15191,-1.52095,88,N,0,,,1.42,C1CCCOC1,N,,0,0.54,0.51,,N,N,N,N,N,Not Assigned,N,230,,,0,0.868,0.82
N,N,N,N,N,N,,,,,,0.931,N,N,N,N,N,N,N,N,410,N,96,7778-85-0,,Solvent Count,1,-0.912612,1.09046,-0.912612,1.09046,Hints and Tips,-0.912612,Hints and Tips,N,N,5,5,5,2,0.855,,,,,Homologue of DME.  Propylene glycol ethers offer better safety profile than ethylene glycol analogues,N,Y,cosmo,cosmo,-0.912612,125,"1,2-Dimethoxypropane",3,Class IB,1,N,C5H12O2,Racemic mixture - are you forming a chiral centre ?,,N,,,,,2346,N,,338,N,,,1.09046,125,,,LEEANUDEDHYDTG-UHFFFAOYSA-N,"InChI=1S/C5H12O2/c1-5(7-3)4-6-2/h5H,4H2,1-3H3",N,,,N,104.148,"1,2-Dimethoxypropane",N,N,N,1,0,N,-0.912612,1.09046,-2.00441,-2.44695,-0.53803,1.09046,96,N,0,,,1.385,COCC(OC)C,N,,,,,,N,N,N,N,N,T2,N,125,,,0,0.687,
N,N,N,N,N,N,0,0.45,3.92,0.25,0,1.295,N,N,N,N,N,N,N,N,195,N,142,142-96-1,,Solvent Count,1,4.69166,1.20323,4.69166,1.20323,Hints and Tips,4.69166,Hints and Tips,N,N,2,2,4,1,0.742,3.2,1.18,0.071,,,N,Y,cosmo,cosmo,4.69166,62,di-n-butylether,3,Class IC,25,N,C8H18O,,19,N,,,,,3420,N,7.8,245,N,,,1.20323,62,,,DURPTKYDGMDSBL-UHFFFAOYSA-N,"InChI=1S/C8H18O/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",N,,-95.2,N,130.228,Di-n-butylether,N,N,N,1,8,N,4.69166,1.20323,0.674212,-2.76048,-0.416863,1.20323,142,N,4,,,1.399,CCCCOCCCC,N,1.49,0,0.46,0.24,,N,N,N,N,N,T4,N,62,1,4.5,0,0.694,3.21
N,N,N,N,N,N,,,,,,1.013,N,N,N,N,N,N,N,N,430,N,86.3,994-05-8,,Solvent Count,1,2.63178,-1.01574,2.63178,-1.01574,Hints and Tips,2.63178,Hints and Tips,N,N,2,2,5,2,0.766,,0,0.114,,,N,Y,cosmo,cosmo,2.63178,122,TAME,3,Class IB,-13,N,C6H14O,,,N,6.5,1.9,3,,2717,N,7.6,382,N,,,-1.01574,122,,,HVZJRWJGKQPSFL-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",N,,-80,N,102.175,TAME [tert-amyl methyl ether],N,N,N,1,2,N,2.63178,-1.01574,-1.22264,-2.52185,-0.976246,-1.01574,86.3,N,2,,,1.388,CCC(OC)(C)C,N,,,,,,N,N,N,N,N,T2,N,122,2,57.6,0,0.483,1.6
N,N,N,N,N,N,0,0.45,2.95,0.25,0.01,1.013,N,N,N,N,N,N,N,N,215,N,90.1,111-43-3,,Solvent Count,1,2.69426,-0.662813,2.69426,-0.662813,Hints and Tips,2.69426,Hints and Tips,N,N,2,2,4,1,0.736,3.4,1.12,0.102,,,N,Y,cosmo,cosmo,2.69426,63,di-n-propylether,3,Class IB,21,N,C6H14O,,17.8,N,,,,,2927,N,7.6,381,N,,,-0.662813,63,,,POLCUAVZOMRGSN-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",N,,-123.2,N,102.175,Di-n-propylether,N,N,N,1,2,N,2.69426,-0.662813,-0.844698,-3.21789,-0.680355,-0.662813,90.1,N,2,,,1.381,CCCOCCC,N,4.18,0,0.46,0.27,,N,N,N,N,N,T3,N,63,2,45.8,0,0.422,2.03
N,N,N,N,N,N,0,0.53,2.82,0.48,0.24,0.763,N,N,N,N,N,N,N,N,270,N,80,96-47-9,,Solvent Count,1,2.05009,2.48903,2.05009,2.48903,Hints and Tips,2.05009,Hints and Tips,N,N,1,1,5,2,0.86,7,1.06,0.179,,More sustainable analogue of THF - low miscibility with water,N,Y,cosmo,cosmo,2.05009,19,MeTHF,3,Class IB,-11,N,C5H10O,Racemic mixture - Could be problematic for asymmetric reactions.,12,N,8.3,3,1.9,3,2102,N,8.5,298,N,,,2.48903,19,1,2,JWUJQDFVADABEY-UHFFFAOYSA-N,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3",N,,-136,N,86.132,2-Methyltetrahydrofuran [2-MeTHF],N,N,N,1,4,N,2.05009,2.48903,-4.41974,2.44756,-10.5634,2.48903,80,N,4,,,1.408,CC1CCCO1,N,1216.65,,,,1,N,N,N,N,N,T3,N,19,,,0,0.502,1.85
N,N,N,N,N,N,,,,,,1.412,N,N,N,N,N,N,N,N,165,N,175,111109-77-4,,Solvent Count,1,1.33946,5.27547,1.33946,5.27547,Hints and Tips,1.33946,Hints and Tips,N,N,6,6,5,2,0.903,,,,,,N,Y,cosmo,cosmo,1.33946,271,Dipropylene_Glycol_Dimethyl_Ether_Isomer01,1,Class IIIA,65,N,C8H18O3,Racemic mixture - Could be problematic for asymmetric reactions.,,N,14.9,1.9,1,,,N,,,N,,,5.27547,271,,,OQUIHNRSFOIOFU-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-7(10-4)6-11-8(2)5-9-3/h7-8H,5-6H2,1-4H3",N,,-71,Not Determined,162.227,Dipropylene Glycol Dimethyl Ether,N,N,N,1,8,N,1.33946,5.27547,0.0709312,-2.02499,-0.279248,5.27547,175,N,4,,,,COCC(OCC(OC)C)C,N,,,,,,N,N,N,N,N,T4,N,271,,,,,
N,N,N,N,N,N,,,,,,1.412,N,N,N,N,N,N,N,N,216,N,189.3,112-36-7,,Solvent Count,1,0.844019,7.20545,0.844019,7.20545,Hints and Tips,0.844019,Hints and Tips,N,N,7,7,5,2,0.906,5.7,1.96,0.21,http://echa.europa.eu/web/guest/candidate-list-table,REACH Candidate list - consider alternatives,N,Y,cosmo,cosmo,0.844019,57,Diethyleneglycol_diethyl_ether,1,Class IIIA,82,N,C8H18O3,,,N,,,,,2438,N,8.7,81,N,,,7.20545,57,,,RRQYJINTUHWNHW-UHFFFAOYSA-N,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",N,,-44.3,Not Determined,162.227,Diethyleneglycol diethyl ether,N,N,N,1,8,N,0.844019,7.20545,0.165157,-2.46977,-0.429913,7.20545,189.3,N,4,,,1.412,CCOCCOCCOCC,N,193.25,,,,,N,N,N,N,N,T3,N,57,1,0.4,1,1.358,0.39
N,N,N,N,N,N,,,,,,0.54,N,N,N,N,N,N,N,N,274,N,75.6,646-06-0,,Solvent Count,1,-2.90482,-2.5993,-2.90482,-2.5993,Hints and Tips,-2.90482,Hints and Tips,N,N,1,1,5,2,1.059,,1.19,0.383,,,N,Y,cosmo,cosmo,-2.90482,123,"1,3-Dioxolane",3,Class IB,-3,N,C3H6O2,,,N,,,,,,N,11.3,,N,,,-2.5993,123,,,WNXJIVFYUVYPPR-UHFFFAOYSA-N,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,N,,,Y,74.079,"1,3-Dioxolane",N,N,N,1,1,N,-2.90482,-2.5993,-2.99917,-1.09752,-0.102012,-2.5993,75.6,N,1,,Can react under acidic conditions,1.404,C1OCCO1,N,,,,,,N,N,N,N,N,T3,N,123,,,,,-0.37
N,N,N,N,N,N,,,,,,1.13,N,N,N,N,N,N,N,N,188,N,159.8,111-96-6,,Solvent Count,1,-0.771327,5.44963,-0.771327,5.44963,Hints and Tips,-0.771327,Hints and Tips,N,N,10,10,5,2,0.938,7.3,1.92,0.244,http://echa.europa.eu/web/guest/candidate-list-table,REACH Candidate list - consider alternatives,N,Y,cosmo,cosmo,-0.771327,58,diglyme,1,Class IIIA,63,N,C6H14O3,,,N,,,,3,2760,N,9.1,263,N,,,5.44963,58,2,2,SBZXBUIDTXKZTM-UHFFFAOYSA-N,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",N,,-64,Y,134.174,Diglyme [Diethyleneglycol dimethyl ether],N,N,N,1,3,N,-0.771327,5.44963,-0.996489,-2.44881,-0.397098,5.44963,159.8,N,3,,,1.408,COCCOCCOC,N,,0,,0.64,1,N,N,N,N,N,T4,N,58,1,1.1,1,1.07,-0.36
N,N,N,N,N,N,,,,,,0.79,N,N,N,N,N,N,N,N,202,N,84.5,110-71-4,2,Solvent Count,1,-1.35871,0.467472,-1.35871,0.467472,Hints and Tips,-1.35871,Hints and Tips,N,N,6,6,5,2,0.864,7.2,1.61,0.231,,REACH Candidate list - consider alternatives,N,Y,cosmo,cosmo,-1.35871,8,1-2-Dimethoxyethane,3,Class IB,-2,N,C4H10O2,Consider propylene glycol analogue,20,N,,,,3,2363,N,8.6,485,N,2,100,0.467472,8,2,2,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",N,,-69,Y,90.121,"Glyme [DME or 1,2-Dimethoxyethane]",N,N,N,1,3,N,-1.35871,0.467472,-2.50771,-2.67093,-0.395857,0.467472,84.5,N,0,,,1.38,COCCOC,N,,0,0.41,0.53,1,N,N,N,N,N,T3,N,8,2,59.7,0,0.442,-0.21
N,N,N,N,N,N,0,0.64,2.89,0.75,0.33,0.681,N,N,N,N,N,N,N,N,180,N,101.3,123-91-1,2,Solvent Count,1,-0.886957,0.203646,-0.886957,0.203646,Hints and Tips,-0.886957,Hints and Tips,N,N,1,1,4,1,1.028,2.3,0.46,0.164,,,N,Y,cosmo,cosmo,-0.886957,12,dioxane,3,Class IB,12,N,C4H8O2,Static Risk,14.8,N,9.3,3.6,0.9,3,6483,N,10.1,309,N,2,380,0.203646,12,1,2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,N,,11.8,Y,88.105,"1,4-Dioxane",N,N,N,1,0,N,-0.886957,0.203646,-1.94311,-1.54976,-1.13652,0.203646,101.3,N,0,,,1.422,O1CCOCC1,N,1035.14,0,0.37,0.55,3,N,N,N,N,N,T4,N,12,2,28.8,1,1.297,-0.27
N,N,N,N,N,N,,,,,,0.872,N,N,N,N,N,N,N,N,450,N,55.2,1634-04-4,3,Solvent Count,1,0.922674,-1.18203,0.922674,-1.18203,Hints and Tips,0.922674,Hints and Tips,N,N,1,1,5,2,0.735,4.5,1.36,0.124,,,N,Y,cosmo,cosmo,0.922674,104,MTBE,3,Class IB,-28,N,C5H12O,,,N,,,,3,2869,N,7.4,389,N,3,5000,-1.18203,104,1,2,BZLVMXJERCGZMT-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",N,2,-108.6,N,88.148,MTBE [tert-Butylmethylether],N,N,N,1,2,N,0.922674,-1.18203,-2.01444,-2.98548,-0.762469,-1.18203,55.2,N,0,,,1.369,COC(C)(C)C,N,,,,,1,N,N,N,N,N,T1,N,104,3,197.8,0,0.34,0.94
N,N,N,N,N,N,0,0.48,2.64,0.52,0.29,0.622,N,N,N,N,N,N,N,N,224,N,67,109-99-9,2,Solvent Count,1,-1.51934,-1.85536,-1.51934,-1.85536,Hints and Tips,-1.51934,Hints and Tips,N,N,1,1,4,1,0.881,7.5,1.69,0.207,,,N,Y,cosmo,cosmo,-1.51934,108,thf,3,Class IB,-14,N,C4H8O,,20.5,N,8.2,3.9,2.8,3,1932,N,9.1,506,N,2,720,-1.85536,108,1,1,WYURNTSHIVDZCO-UHFFFAOYSA-N,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,N,2,-108.4,Y,72.106,THF [Tetrahydrofuran],N,N,N,1,1,N,-1.51934,-1.85536,-3.24116,-1.75699,-1.23666,-1.85536,67,N,0,,"Can be reactive towards strong electrophiles eg sulfonyl chlorides, NBS",1.407,C1CCCO1,N,999.93,0,0.55,0.58,1,N,N,N,N,N,T3,N,108,2,129.6,0,0.487,0.46
N,N,N,N,N,N,,,,,,0.931,N,N,N,N,N,N,N,N,410,N,81,77-76-9,,Solvent Count,1,0.869318,-0.41397,0.869318,-0.41397,Hints and Tips,0.869318,Hints and Tips,N,N,3,3,5,2,0.848,,,,,,N,Y,cosmo,cosmo,0.869318,154,"2,2-Dimethoxypropane",3,Class IB,-10,N,C5H12O2,,,N,,,,,,N,7.4,,N,,,-0.41397,154,,,HEWZVZIVELJPQZ-UHFFFAOYSA-N,"InChI=1S/C5H12O2/c1-5(2,6-3)7-4/h1-4H3",N,,-47,N,104.148,"2,2-Dimethoxypropane",N,N,N,1,0,Y,0.869318,-0.41397,-1.53377,-3.06077,-0.508318,-0.41397,81,N,0,,Can react under acidic conditions,1.378,COC(OC)(C)C,N,,,,,,N,N,N,N,N,T2,N,154,2,89.5,,,
N,N,N,N,N,N,,,,,,0.822,N,N,N,N,N,N,N,N,,N,92,2916-31-6,,Solvent Count,1,-0.638182,-0.398033,-0.638182,-0.398033,Hints and Tips,-0.638182,Hints and Tips,N,N,1,1,5,2,0.946,,,,,,N,Y,cosmo,cosmo,-0.638182,175,"2,2-Dimethyl-1,3-dioxolane",3,Class IB,2,N,C5H10O2,,,N,,,,,,N,,,N,,,-0.398033,175,,,SIJBDWPVNAYVGY-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-5(2)6-3-4-7-5/h3-4H2,1-2H3",N,,,Not Determined,102.132,"2,2-Dimethyl-1,3-dioxolane",N,N,N,1,0,Y,-0.638182,-0.398033,-2.00906,-1.81581,-0.357442,-0.398033,92,N,0,,Can react under acidic conditions,1.398,CC1(C)OCCO1,N,,,,,,N,N,N,N,N,Not Assigned,N,175,,,,,
N,N,N,N,N,N,,,,,,0.848,N,N,N,N,N,N,N,N,255,N,101.5,149-73-5,,Solvent Count,1,-1.02058,0.21178,-1.02058,0.21178,Hints and Tips,-1.02058,Hints and Tips,N,N,4,4,5,2,0.963,,1.7,,,,N,Y,cosmo,cosmo,-1.02058,173,Trimethyl_orthoformate,3,Class IB,9,N,C4H10O3,,,N,,,,,,N,,478,N,,,0.21178,173,,,PYOKUURKVVELLB-UHFFFAOYSA-N,"InChI=1S/C4H10O3/c1-5-4(6-2)7-3/h4H,1-3H3",N,,-53,Not Determined,106.12,Trimethoxymethane [Trimethyl orthoformate],N,N,N,1,0,Y,-1.02058,0.21178,-1.82886,-2.13549,0.881435,0.21178,101.5,N,0,,,1.379,COC(OC)OC,N,,0,,0.58,,N,N,N,N,N,T3,N,173,,,,,
N,N,N,N,N,N,,,,,,1.271,N,N,N,N,N,N,N,N,180,N,145,122-51-0,,Solvent Count,1,1.62682,2.94909,1.62682,2.94909,Hints and Tips,1.62682,Hints and Tips,N,N,4,4,5,2,0.891,,,,,,N,Y,cosmo,cosmo,1.62682,174,Triethyl_orthoformate,3,Class IC,35,N,C7H16O3,,,N,,,,,,N,,,N,,,2.94909,174,,,GKASDNZWUGIAMG-UHFFFAOYSA-N,"InChI=1S/C7H16O3/c1-4-8-7(9-5-2)10-6-3/h7H,4-6H2,1-3H3",N,,-61,Not Determined,148.2,Triethoxymethane [Triethyl orthoformate],N,N,N,1,8,Y,1.62682,2.94909,0.00291251,-2.29583,0.776792,2.94909,145,N,4,,,1.391,CCOC(OCC)OCC,N,,,,,,N,N,N,N,N,T4,N,174,,,,,
N,N,N,N,N,N,,,,,,0.87,N,N,N,N,N,N,N,N,,N,203,1087696-49-8,,Solvent Count,1,-14.1574,15.4967,-14.1574,15.4967,Hints and Tips,-14.1574,Hints and Tips,N,N,1,1,5,2,1.25,,,0.333,,,N,Y,cosmo,cosmo,-14.1574,233,Cyrene,Not Assigned,Not Assigned,,N,C6H8O3,Chiral solvent - Could be problematic for asymmetric reactions.,,N,9.2,3.4,5.2,,,N,,,N,,,15.4967,233,,,WHIRALQRTSITMI-UJURSFKZSA-N,"InChI=1S/C6H8O3/c7-5-2-1-4-3-8-6(5)9-4/h4,6H,1-3H2/t4-,6+/m0/s1",Y,,-18,Y,128.126,Dihydrolevoglucosenone (Cyrene),N,N,N,1,3,N,-14.1574,15.4967,-3.0099,4.36439,2.3627,15.4967,203,N,3,,,,O=C1CC[C@@H]2O[C@H]1OC2,N,,0,0.61,0.93,,N,N,N,N,N,Not Assigned,N,233,,,,,
N,N,N,N,N,N,,,,,,1.31,N,N,N,N,N,N,N,N,,N,165,624-54-4,,Solvent Count,1,3.43772,1.30668,3.43772,1.30668,Hints and Tips,3.43772,Hints and Tips,N,N,2,2,5,2,0.726,,,,,,Y,N,cosmo,cosmo,3.43772,269,n-Pentyl_Propionate,1,Class IIIB,135,N,C8H16O2,,,N,7.6,3.2,1.4,,,N,,,N,,,1.30668,269,,,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3",N,,,N,144.211,n-Pentyl Propionate,N,N,N,1,8,N,3.43772,1.30668,0.498072,-1.69732,1.15883,1.30668,165,N,4,,,,CCCCCOC(=O)CC,N,,,,,,N,N,N,N,N,Not Assigned,N,269,,,,,
N,N,N,N,N,N,,,,,,1.385,N,N,N,N,N,N,N,N,400,N,109.5,627-93-0,,Solvent Count,1,0.982668,4.73123,0.982668,4.73123,Hints and Tips,0.982668,Hints and Tips,N,N,1,1,5,2,1.063,,,,,,Y,N,cosmo,cosmo,0.982668,168,Dimethyl_adipate,1,Class IIIB,110,N,C8H14O4,,,N,,,,,,N,,,N,,,4.73123,168,,,UDSFAEKRVUSQDD-UHFFFAOYSA-N,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",N,,8,N,174.194,Dimethyl Adipate,N,N,N,1,8,N,0.982668,4.73123,0.443937,-0.453124,2.08847,4.73123,109.5,N,4,,,1.428,COC(=O)CCCCC(=O)OC,N,,,,,,N,N,N,N,N,T2,N,168,,,,,1.03
N,N,N,N,N,N,,,,,,1.6,N,N,N,N,N,N,N,N,433,N,258,102-76-1,,Solvent Count,1,0.478516,8.27183,0.478516,8.27183,Hints and Tips,0.478516,Hints and Tips,N,N,9,9,5,2,1.155,7,2.73,0.299,,,Y,N,cosmo,cosmo,0.478516,272,Triacetin,1,Class IIIB,138,N,C9H14O6,,,N,,,,,1522,N,10.7,,N,,,8.27183,272,,,URAYPUMNDPQOKB-UHFFFAOYSA-N,"InChI=1S/C9H14O6/c1-6(10)13-4-9(15-8(3)12)5-14-7(2)11/h9H,4-5H2,1-3H3",N,,4.1,N,218.204,"Triacetin [1,2,3-triacetoxypropane]",N,N,N,1,8,N,0.478516,8.27183,1.96447,1.5273,4.03999,8.27183,258,N,4,,,1.428,CC(=O)OC(COC(=O)C)COC(=O)C,N,,,,,,N,N,N,N,N,T2,N,272,1,0,,,0.25
N,N,N,N,N,N,,,,,,1.028,N,N,N,N,N,N,N,N,434,N,122.4,106-36-5,,Solvent Count,1,4.5603,4.05439,4.5603,4.05439,Hints and Tips,4.5603,Hints and Tips,N,N,10,10,5,2,0.732,,1.79,,,,Y,N,cosmo,cosmo,4.5603,266,n-Propyl_Propionate,1,Class IIIA,75,N,C6H12O2,,,N,7.6,3.6,1.8,,2645,N,8.6,357,N,,,4.05439,266,,,MCSINKKTEDDPNK-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",N,,-75.9,N,116.158,n-Propyl Propionate,N,N,N,1,8,N,4.5603,4.05439,1.8311,-0.679045,0.656823,4.05439,122.4,N,4,,,1.39,CCCOC(=O)CC,N,,,,,,N,N,N,N,N,T2,N,266,1,10.5,0,0.675,
N,N,N,N,N,N,0,0.45,4.35,0.6,0.06,1.31,N,N,N,N,N,N,N,N,255,N,171.6,142-92-7,,Solvent Count,1,3.31021,1.96907,3.31021,1.96907,Hints and Tips,3.31021,Hints and Tips,N,N,1,1,5,2,0.87,,1.8,,,,Y,N,cosmo,cosmo,3.31021,170,Hexyl_acetate,2,Class II,59,N,C8H16O2,,,N,,,,,2282,N,8.6,312,N,,,1.96907,170,,,AOGQPLXWSUTHQB-UHFFFAOYSA-N,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",N,,-80.9,N,144.211,Hexyl Acetate,N,N,N,1,8,N,3.31021,1.96907,0.550602,-1.38165,1.38379,1.96907,171.6,N,4,,,1.41,CCCCCCOC(=O)C,N,,,,,,N,N,N,N,N,T3,N,170,1,0.8,1,1.133,
N,N,N,N,N,N,,,,,,1.028,N,N,N,N,N,N,N,N,463,N,120.9,105-54-4,,Solvent Count,1,1.55145,-0.243731,1.55145,-0.243731,Hints and Tips,1.55145,Hints and Tips,N,N,2,2,4,1,0.87,,1.91,,,,Y,N,cosmo,cosmo,1.55145,210,ethylbutyrate,3,Class IC,24,N,C6H12O2,,16.8,N,,,,,2241,N,8.3,204,N,,,-0.243731,210,,,OBNCKNCVKJNDBV-UHFFFAOYSA-N,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",N,,-98,N,116.158,Ethyl butyrate,N,N,N,1,0,N,1.55145,-0.243731,-0.823583,-1.99333,1.0978,-0.243731,120.9,N,0,,,1.39,CCCC(=O)OCC,N,,,,,,N,N,N,N,N,T1,N,210,1,13.4,0,0.665,
N,N,N,N,N,N,,,,,,1.169,N,N,N,N,N,N,N,N,360,N,142.1,123-92-2,,Solvent Count,1,2.31147,0.919083,2.31147,0.919083,Hints and Tips,2.31147,Hints and Tips,N,N,2,2,5,2,0.866,4.6,1.84,,,,Y,N,cosmo,cosmo,2.31147,169,Isoamyl_acetate,3,Class IC,25,N,C7H14O2,,,N,,,,,2281,N,8.3,327,N,,,0.919083,169,,,MLFHJEHSLIIPHL-UHFFFAOYSA-N,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",N,,-78.5,N,130.185,Isopentyl Acetate [Isoamyl acetate],N,N,N,1,0,N,2.31147,0.919083,-0.157217,-1.58837,1.30269,0.919083,142.1,N,0,,,1.401,CC(CCOC(=O)C)C,N,,,,,,N,N,N,N,N,T2,N,169,1,4.2,0,0.871,
